attr1,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,class
1.0,1.0,0.31081000000000003,0.824325,0.64865,0.824325,0.37838,0.93243,0.594595,1.0,0.364865,0.7567550000000001,0.5,0.81081,0.472975,0.66216,0.39189,0.859165,0.41167,0.81081,0.527025,0.8783799999999999,0.56757,0.675675,0.35135,0.8051550000000001,0.389185,0.7923899999999999,0.384865,0.864865,0.20270500000000002,0.7567550000000001,0.37838,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1.0,1.0,0.42623,1.0,0.52459,0.7868850000000001,0.491805,0.82787,0.508195,0.92623,0.483605,0.860655,0.5,0.84426,0.418035,0.59836,0.42623,0.82779,0.41412,0.8360650000000001,0.516395,1.0,0.35246,0.65574,0.32787,0.761925,0.39837500000000003,0.6639349999999999,0.483605,0.639345,0.27869,0.7459,0.467215,0
1.0,0.835325,0.51264,0.8331299999999999,0.525155,0.7859849999999999,0.593805,0.54388,0.670405,0.8181050000000001,0.560655,0.810495,0.571425,0.893185,0.55488,0.791865,0.590755,0.571975,0.70612,0.76944,0.60663,0.7571,0.613125,0.74419,0.61862,0.730835,0.62309,0.717165,0.62653,0.703315,0.62896,1.0,0.66518,1
1.0,0.9873350000000001,0.56541,0.9706,0.60018,0.9439150000000001,0.66124,0.945045,0.663555,0.9277500000000001,0.726085,0.86149,0.76142,0.84973,0.7941,0.79274,0.834465,0.744345,0.85199,0.721225,0.840795,0.676445,0.87811,0.6341600000000001,0.88105,0.5840650000000001,0.8927050000000001,0.537485,0.9021950000000001,0.48519,0.88851,0.448555,0.87121,1
1.0,0.642045,0.34091,0.5,0.5,0.84091,0.0,0.65341,0.9791650000000001,0.82197,0.532195,0.67424,0.07576,0.5,0.5,0.795455,0.320075,0.72538,0.09659000000000001,0.5,0.5,0.5,0.5,0.62121,0.589015,1.0,0.38068,0.530305,0.257575,0.58144,0.14961999999999998,0.5,0.5,0
1.0,0.73969,0.438145,0.71392,0.438145,0.850515,0.304125,0.86598,0.53608,0.631445,0.391755,0.747425,0.579895,0.726805,0.44072,0.71134,0.53093,0.75,0.3634,0.7731950000000001,0.592785,0.71134,0.541235,0.8530949999999999,0.59794,0.76698,0.437765,0.57732,0.36855499999999997,0.737115,0.52062,0.726805,0.24226999999999999,1
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4908,1.0,0.0,1.0,1.0,1.0,0.07208500000000001,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.10429500000000003,1.0,1.0,1.0,1.0,0
1.0,0.66417,0.5126,0.57618,0.60639,0.574595,0.870015,0.37146999999999997,0.9616199999999999,0.44844,0.5969,0.19324000000000002,0.62893,0.02973500000000001,0.472955,0.434415,0.428355,0.348425,0.276925,0.442955,0.072015,0.51334,0.38607,0.63971,0.46852499999999997,0.668685,0.44062,0.638285,0.442955,0.57539,0.56648,0.560985,0.60234,1
1.0,0.926355,0.52713,1.0,0.540345,1.0,1.0,0.957365,0.496125,0.918605,0.51938,1.0,0.635765,1.0,1.0,0.906975,0.523255,0.95349,0.55814,1.0,0.75335,1.0,0.0,0.9031,0.51938,1.0,0.8580650000000001,0.92248,0.534885,1.0,0.936585,1.0,1.0,0
1.0,1.0,1.0,0.0,1.0,0.0,0.08772000000000002,0.673245,0.6052649999999999,0.7302649999999999,0.53509,0.614035,0.52851,0.67544,0.673245,0.864035,0.480265,0.614035,0.76535,0.5,0.5,0.350875,0.41886,1.0,0.166665,1.0,0.0,1.0,0.377195,0.67544,0.600875,0.9144749999999999,0.539475,0
1.0,0.93789,0.518635,0.949755,0.501715,0.9460500000000001,0.50255,0.931675,0.5,0.975155,0.537265,0.9351050000000001,0.50497,0.931515,0.505755,0.9192549999999999,0.468945,0.92857,0.51242,0.92091,0.508015,0.91743,0.508745,0.8975150000000001,0.47826,0.910555,0.510165,0.90994,0.54348,0.9037850000000001,0.51154,0.90044,0.512205,1
1.0,0.76271,0.48305,0.974575,0.542375,0.76271,0.415255,0.65254,0.491525,0.754235,0.432205,0.8220350000000001,0.64407,0.9152549999999999,0.32203499999999996,0.771185,0.508475,0.77966,0.51695,0.79661,0.65254,0.932205,0.525425,0.70339,0.5762700000000001,0.836435,0.49867,0.8305100000000001,0.48305,0.9152549999999999,0.42373,0.881355,0.44915499999999997,1
1.0,0.958835,0.59099,0.93045,0.6777150000000001,0.864365,0.728735,0.802125,0.849325,0.75188,0.87461,0.6805,0.908975,0.57832,0.91779,0.50198,0.92605,0.41805000000000003,0.889265,0.32001999999999997,0.880965,0.284565,0.826925,0.2343,0.7694300000000001,0.19835999999999998,0.70486,0.17744500000000002,0.63669,0.17145,0.568335,0.17972,0.52697,1
1.0,0.926045,0.69626,0.694435,0.88216,0.54429,0.994515,0.286875,0.94372,0.11885499999999999,0.7499,0.034540000000000015,0.55384,0.07050000000000001,0.34478,0.16985,0.22369,0.4037,0.069685,0.64222,0.09752,0.823245,0.32384999999999997,0.88907,0.38338,0.85849,0.606715,0.68915,0.79155,0.5983350000000001,0.831575,0.443925,0.824665,1
1.0,0.58594,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.19323,0.16146,0.902605,0.6807300000000001,0.759895,0.571875,0.5,0.5,0.0,0.364585,0.07604,0.98125,1.0,1.0,0.0,0.8385400000000001,0.5,0.5,0.5,0.5,0
1.0,1.0,0.494595,1.0,0.486485,1.0,0.46757,0.9756750000000001,0.49189,0.994595,0.483785,0.994595,0.543245,1.0,0.46757,0.9756750000000001,0.545945,0.98919,0.497295,1.0,0.53243,1.0,0.52162,0.98919,0.545945,0.99278,0.506255,1.0,0.483785,1.0,0.5135149999999999,1.0,0.464865,1
1.0,0.923565,0.48301499999999997,0.93206,0.457535,0.9097649999999999,0.5,0.868365,0.461785,0.859875,0.43206,0.874735,0.441615,0.887475,0.40658,0.89066,0.393845,0.8099799999999999,0.449045,0.895965,0.421445,0.94692,0.48301499999999997,0.9246300000000001,0.369425,0.870575,0.38344,0.83121,0.388535,0.863055,0.31104,0.8290850000000001,0.375795,1
1.0,0.93142,0.59655,0.9046000000000001,0.7057450000000001,0.836015,0.778925,0.772795,0.84981,0.6835249999999999,0.9076649999999999,0.598085,0.928355,0.479695,0.93142,0.413795,0.878925,0.3295,0.828735,0.25900500000000004,0.7804599999999999,0.19885000000000003,0.7049799999999999,0.20383,0.628735,0.18480999999999997,0.54409,0.213795,0.46092,0.22566999999999998,0.400385,0.28544,0.34023000000000003,1
1.0,0.625,0.583335,0.733335,0.633335,0.59518,0.61983,0.53883,0.599695,0.50535,0.57461,0.488165,0.55094,0.481575,0.531585,0.48117,0.51729,0.48385,0.50766,0.48763,0.501785,0.49137,0.498635,0.494515,0.497305,0.496895,0.49707,0.49853,0.4974,0.499555,0.49796,0.500125,0.498545,1
1.0,0.75466,0.03001999999999999,1.0,0.63354,0.4824,0.0,1.0,0.0,0.718425,0.0,0.5,0.5,0.0,0.328675,0.311595,0.518115,1.0,0.0,0.5,0.5,0.5,0.5,0.41873499999999997,0.9611799999999999,0.69876,0.632505,0.5,0.5,1.0,0.61594,0.5,0.5,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
1.0,0.98794,0.44699,0.973005,0.396,0.9640299999999999,0.35825,0.92998,0.36329,0.89883,0.260355,0.891125,0.24618,0.87314,0.19282,0.789725,0.15957,0.68926,0.131795,0.68162,0.11719000000000002,0.65949,0.10123500000000002,0.6139600000000001,0.09183000000000002,0.568295,0.08745000000000003,0.52303,0.08802500000000002,0.47869,0.09340999999999999,0.43084,0.09512500000000002,1
1.0,0.940895,0.717455,0.797865,0.8882749999999999,0.59836,0.972685,0.379485,0.96272,0.18736999999999998,0.856285,0.06778499999999998,0.66826,0.03808,0.47331,0.11321999999999999,0.27646499999999996,0.26525,0.133575,0.448815,0.08891500000000002,0.63192,0.11215000000000003,0.77992,0.22044999999999998,0.860735,0.37783500000000003,0.86239,0.547995,0.7906850000000001,0.6945749999999999,0.673745,0.78828,1
1.0,0.973245,0.50446,0.986435,0.4987,0.99461,0.50186,0.979005,0.50799,0.97027,0.5176499999999999,0.986065,0.523595,0.993125,0.50929,0.9713849999999999,0.535675,0.992755,0.49647,0.98885,0.5249,0.9817899999999999,0.53549,0.96637,0.540505,0.976215,0.52178,0.987365,0.50409,0.989225,0.535305,1.0,0.4987,1
1.0,1.0,0.5332749999999999,1.0,0.40806,1.0,0.3634,1.0,0.28446499999999997,1.0,0.293255,0.98116,0.24063,0.9535549999999999,0.204915,0.94615,0.16763,0.84938,0.145015,0.853225,0.1184,0.8154049999999999,0.09727999999999998,0.779335,0.05436000000000002,0.736055,0.0675,0.701515,0.081625,0.65498,0.054535,0.614975,0.05420999999999998,1
1.0,0.54348,0.50343,0.569795,0.479405,0.55263,0.45881,0.56293,0.46911,0.6167050000000001,0.49428,0.561785,0.5389,0.573225,0.432495,0.64531,0.475975,0.594965,0.536615,0.55835,0.5,0.556065,0.498855,0.575515,0.448515,0.542335,0.506865,0.556065,0.46682,0.548055,0.463385,0.55835,0.465675,0
1.0,0.747575,0.548545,0.64806,0.529125,0.674755,0.5,0.78641,0.487865,0.7912600000000001,0.512135,0.667475,0.52427,0.762135,0.502425,0.7354350000000001,0.4466,0.71602,0.502425,0.674755,0.529125,0.59466,0.62864,0.65534,0.424755,0.682735,0.519075,0.6966,0.58738,0.63107,0.5,0.686895,0.49029,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
1.0,0.967685,0.568225,0.96858,0.626795,0.928525,0.693895,0.895195,0.735635,0.8617600000000001,0.7997099999999999,0.8263,0.875,0.75415,0.86793,0.708145,0.91371,0.627695,0.9297599999999999,0.56856,0.928075,0.50247,0.944345,0.463195,0.8989,0.395025,0.89002,0.334155,0.85727,0.30734,0.821815,0.262905,0.779175,1
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8125,1.0,0.125,0.125,1.0,1.0,1.0,0
0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.875,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0
1.0,1.0,0.558825,1.0,0.617645,1.0,0.7058800000000001,1.0,0.52941,1.0,0.617645,1.0,0.558825,1.0,0.735295,1.0,0.47059,1.0,0.441175,1.0,0.67647,1.0,0.7058800000000001,1.0,0.441175,1.0,0.601125,1.0,0.52941,1.0,0.67647,1.0,0.617645,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0
1.0,0.94055,0.5,0.974085,0.48628,0.96799,0.4939,0.95122,0.509145,0.95122,0.509145,0.96951,0.504575,0.97866,0.501525,1.0,0.51372,0.971035,0.4939,0.95427,0.512195,0.957315,0.52744,0.998475,0.52439,0.94833,0.51113,0.95427,0.504575,1.0,0.52744,0.987805,0.4939,1
1.0,0.8543499999999999,0.376085,0.82174,0.52174,0.726085,0.6913050000000001,0.826085,0.591305,0.75,0.6347849999999999,0.78913,0.384785,0.752175,0.68913,0.69348,0.28695499999999996,0.680435,0.36956500000000003,0.6347849999999999,0.5586949999999999,0.76623,0.480775,0.65652,0.43913,0.74965,0.47868,0.7417400000000001,0.47776,0.82174,0.373915,0.752175,0.573915,1
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.5,1.0,0.0,1.0,0.0,0
1.0,0.9168350000000001,0.65728,0.827705,0.7883549999999999,0.67481,0.8533850000000001,0.586465,0.8947350000000001,0.40512,0.89943,0.29135500000000003,0.832705,0.157895,0.73872,0.12637500000000002,0.59746,0.1391,0.475565,0.18985000000000002,0.35902500000000004,0.25417500000000004,0.23268499999999998,0.36711499999999997,0.16993000000000003,0.49235,0.15147,0.61354,0.17786000000000002,0.7155,0.24397000000000002,0.82331,0.34962499999999996,1
1.0,0.95058,0.583035,0.896495,0.686895,0.86495,0.752575,0.7989200000000001,0.864985,0.721515,0.90576,0.6220600000000001,0.937465,0.53219,0.92519,0.43694500000000003,0.9369799999999999,0.356305,0.898085,0.266825,0.82962,0.214325,0.7690250000000001,0.15920499999999999,0.699755,0.14078000000000002,0.629175,0.13815499999999997,0.55609,0.142625,0.472375,0.161505,0.40048,1
1.0,0.65517,0.448275,0.62069,0.448275,0.60345,0.465515,0.537025,0.472845,0.518245,0.481555,0.508535,0.488085,0.503705,0.49259,0.501405,0.495535,0.50039,0.497385,0.499985,0.498505,0.49986,0.49917,0.499845,0.49955,0.499875,0.49976,0.49991,0.49988,0.49994,0.49994,0.49996,0.49997,1
1.0,0.7947,0.195365,0.9271499999999999,0.77649,0.9056299999999999,0.536425,0.783115,0.581125,0.663905,0.62086,0.751655,0.56126,0.819535,0.59934,0.85927,0.713575,0.771525,0.569535,0.82616,0.6390750000000001,0.8443700000000001,0.536425,0.75936,0.633265,0.745065,0.638435,0.73108,0.64287,0.71742,0.64662,0.704105,0.64971,1
1.0,0.98857,0.595245,0.913415,0.731295,0.8588549999999999,0.79366,0.73984,0.9213899999999999,0.657045,0.9632149999999999,0.551445,0.969725,0.43373,0.92145,0.3399,0.9581200000000001,0.23927500000000002,0.897625,0.15863,0.74754,0.11296,0.667685,0.07312000000000002,0.589245,0.08343,0.49321,0.08817000000000003,0.403395,0.163555,0.33169000000000004,0.200285,0.2515,1
1.0,0.8802300000000001,0.50546,0.931675,0.50129,0.9291050000000001,0.50192,0.89994,0.51152,0.90752,0.56034,0.9154800000000001,0.50372,0.9090750000000001,0.50427,0.9138850000000001,0.46513,0.882655,0.519405,0.884895,0.50574,0.875355,0.50616,0.88569,0.498485,0.85443,0.506875,0.830805,0.504245,0.8314900000000001,0.50742,0.819435,0.507625,1
1.0,1.0,0.83892,0.9065449999999999,0.9101049999999999,0.715095,1.0,0.603095,0.902705,0.28064,1.0,0.104325,0.88546,0.0,0.70134,0.30477,0.20683,0.010465000000000002,0.28589,0.134585,0.118305,0.311645,0.012544999999999973,0.7068300000000001,0.0,0.70889,0.033519999999999994,0.628865,0.0,0.96785,0.32389,0.9940800000000001,0.51723,1
0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0
0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0
1.0,0.813725,0.460785,0.862745,0.5,0.80392,0.460785,0.813725,0.441175,0.843135,0.441175,0.8333349999999999,0.431375,0.82353,0.45098,0.77451,0.441175,0.77451,0.39215500000000003,0.7941199999999999,0.40196,0.8333349999999999,0.382355,0.72549,0.37255,0.762045,0.37666,0.784315,0.34313499999999997,0.715685,0.39215500000000003,0.735295,0.362745,0
1.0,0.86905,0.9166650000000001,0.11904999999999999,0.38095,0.6666650000000001,0.42857,0.72619,0.42857,0.16357500000000003,0.56404,0.6666650000000001,0.5,0.642855,0.464285,0.30893000000000004,0.755815,0.61905,0.511905,0.72619,0.52381,0.583335,0.36905,0.213725,0.44883,0.624445,0.24460500000000002,1.0,0.5,0.166665,0.47619,0.63095,0.511905,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.828125,0.5,0.5,1.0,0.0,0
1.0,0.989525,0.57905,0.9505600000000001,0.676185,0.910195,0.7428049999999999,0.8588,0.8244400000000001,0.794135,0.868715,0.7017450000000001,0.91578,0.6257,0.9240200000000001,0.5235,0.9273750000000001,0.439035,0.898745,0.3691,0.90377,0.310825,0.8583799999999999,0.24483,0.79162,0.212065,0.7302,0.19050499999999998,0.65398,0.17123,0.5917250000000001,0.17933,0.51484,1
1.0,0.87458,0.512745,0.99497,0.54896,0.879275,0.564385,0.8715649999999999,0.45406,0.97921,0.51241,0.9896050000000001,0.497655,0.98055,0.550975,0.95741,0.51878,0.85513,0.513415,0.9061049999999999,0.45976,1.0,0.5,0.8588199999999999,0.493965,0.911355,0.51276,0.862175,0.494635,0.952045,0.55533,0.864185,0.51375,1
1.0,0.976085,0.532975,0.96807,0.56515,0.9549799999999999,0.59576,0.9244049999999999,0.25019,0.950115,0.8066,0.8896850000000001,0.67164,0.86127,0.68994,0.8307249999999999,0.7042200000000001,0.97736,0.79931,0.76629,0.72044,0.733865,0.7225550000000001,0.7021999999999999,0.720995,0.67187,0.716105,0.95165,1.0,0.617025,0.6980999999999999,0.59316,0.685955,1
1.0,0.171875,0.578125,0.53125,0.5,0.5,0.53125,0.8125,0.53125,0.59375,0.5,0.484375,0.546875,0.53125,0.5,0.578125,0.421875,0.71875,0.3125,0.5,0.453125,0.5,0.5,0.515625,0.265625,0.515625,0.5,0.140625,0.515625,0.484375,0.5,0.5,0.546875,0
1.0,1.0,0.525745,0.996815,0.550615,0.98071,0.57378,0.977565,0.36752,0.83013,0.773505,0.90213,0.6264149999999999,0.868905,0.6369,0.8338749999999999,0.64357,0.798075,0.64652,0.76247,0.646,0.7279100000000001,0.64238,0.695115,0.63613,0.66465,0.627765,0.636905,0.61784,0.612135,0.60689,0.59043,0.595415,1
1.0,0.837735,0.52264,0.884905,0.44717,0.88679,0.51887,0.83019,0.47736,0.82264,0.50566,0.83396,0.43019,0.860375,0.48868,0.884905,0.543395,0.809435,0.460375,0.879245,0.38112999999999997,0.86981,0.426415,0.9245300000000001,0.42453,0.8694299999999999,0.470995,0.83396,0.51132,0.932075,0.51887,0.8660399999999999,0.503775,1
1.0,0.7339249999999999,0.55654,0.7948999999999999,0.503325,0.7771600000000001,0.53437,0.73947,0.430155,0.764965,0.50665,0.8192900000000001,0.41907,0.839245,0.48337,0.772725,0.432375,0.764965,0.47672,0.73947,0.40244,0.75388,0.432375,0.707315,0.399115,0.76965,0.442725,0.799335,0.48559,0.768295,0.44124,0.781595,0.477825,1
1.0,1.0,0.727275,1.0,0.772725,0.90909,0.81818,1.0,0.454545,1.0,0.5,0.90909,0.272725,0.81818,0.636365,1.0,0.18181999999999998,1.0,0.36363500000000004,0.954545,0.272725,1.0,0.53875,1.0,0.454545,1.0,0.544335,1.0,0.68182,1.0,0.81818,0.8636349999999999,0.636365,1
1.0,0.94058,0.637375,0.860625,0.714405,0.807795,0.81831,0.694125,0.95251,0.549155,0.98064,0.399515,0.946,0.321315,0.8875,0.17442999999999997,0.81105,0.10615999999999998,0.727675,0.09072000000000002,0.595475,0.080285,0.459605,0.10832999999999998,0.36822,0.162215,0.272445,0.22633999999999999,0.19571,0.34743999999999997,0.16649999999999998,0.40344,0.12201499999999998,1
1.0,1.0,0.77451,0.813725,1.0,0.509805,1.0,0.2549,0.960785,0.08823500000000001,0.7941199999999999,0.0,0.558825,0.019610000000000016,0.333335,0.17647000000000002,0.15686499999999998,0.382355,0.06862499999999999,0.67647,0.0,0.8725499999999999,0.13725500000000002,0.960785,0.39215500000000003,0.96437,0.60938,0.862745,0.784315,0.617645,0.9509799999999999,0.441175,0.9509799999999999,1
1.0,0.883135,0.60553,0.8196749999999999,0.6905600000000001,0.7420450000000001,0.7625,0.575,0.611365,0.568765,0.797825,0.461365,0.7227250000000001,0.5,0.74318,0.362545,0.71007,0.21932000000000001,0.68409,0.317045,0.59432,0.297335,0.53794,0.307585,0.483855,0.33029,0.43757,0.3623,0.40143,0.40019,0.37676,0.44053,0.36391,1
